pb_acc	gene
ENSMUST00000132788.2	Ppp1r3f
ENSMUST00000132798.2	Gprasp2
ENSMUST00000132805.2	Smpx
ENSMUST00000132837.5	Mtmr1
ENSMUST00000132852.8	Prrg1
ENSMUST00000132935.2	Mpp1
ENSMUST00000132970.2	Tex13b
ENSMUST00000133023.2	Tsc22d3
ENSMUST00000133051.2	Huwe1
ENSMUST00000133085.2	Gm15109
ENSMUST00000133093.2	Tbc1d25
ENSMUST00000133125.4	F630028O10Rik
ENSMUST00000133128.8	Mcts1
ENSMUST00000133174.2	Flna
ENSMUST00000133186.2	Zfp182
ENSMUST00000133214.2	Kis2
ENSMUST00000133252.2	Eif1ax
ENSMUST00000133259.8	Gm3669
ENSMUST00000133288.2	Flna
ENSMUST00000133292.8	Wdr13
ENSMUST00000133295.8	Atp11c
ENSMUST00000133327.2	Fmr1
ENSMUST00000133333.2	Drr1
ENSMUST00000133346.2	Rbmx
ENSMUST00000133349.2	Hdac6
ENSMUST00000133350.8	Tslrn1
ENSMUST00000133394.8	Bgn
ENSMUST00000133447.2	Klhl4
ENSMUST00000133456.2	Tfe3
ENSMUST00000133457.2	Diaph2
ENSMUST00000133469.2	Chm
ENSMUST00000133472.2	Gm6206
ENSMUST00000133481.2	Upf3b
ENSMUST00000133491.8	ENSMUSG00000121861
ENSMUST00000133517.2	Ribc1
ENSMUST00000133543.2	Atrx
ENSMUST00000133559.2	Pgk1
ENSMUST00000133609.2	Flna
ENSMUST00000133614.8	Sh3bgrl
ENSMUST00000133616.2	Rbm3os
ENSMUST00000133619.2	Rp2
ENSMUST00000133634.8	Tmem164
ENSMUST00000133637.8	Cacna1f
ENSMUST00000133699.2	Slc25a43
ENSMUST00000133704.2	Gm14947
ENSMUST00000133722.2	Tlr8
ENSMUST00000133780.8	Nup62cl
ENSMUST00000133781.8	Brcc3
ENSMUST00000133794.8	Gm2101
ENSMUST00000133813.3	Piga
ENSMUST00000133852.2	Wnk3
ENSMUST00000133857.8	Mid1
ENSMUST00000133867.8	Gm8817
ENSMUST00000133875.2	Atp7a
ENSMUST00000133893.2	Tbl1x
ENSMUST00000133980.2	Akap17b
ENSMUST00000133982.2	Maged1
ENSMUST00000133987.3	Ssxa1
ENSMUST00000133997.4	Usp9x
ENSMUST00000134005.2	Zmym3
ENSMUST00000134028.9	Arhgef6
ENSMUST00000134062.8	Sh3kbp1
ENSMUST00000134066.8	BC065397
ENSMUST00000134084.2	Thoc2
ENSMUST00000134085.2	Asb11
ENSMUST00000134138.2	Ints6l
ENSMUST00000134211.8	Mbtps2
ENSMUST00000134257.8	Slc25a14
ENSMUST00000134265.8	Lrch2
ENSMUST00000134272.2	Siah1b
ENSMUST00000134330.2	Rpl10
ENSMUST00000134349.8	Rp2
ENSMUST00000134355.2	Syp
ENSMUST00000134363.2	Atp7a
ENSMUST00000134368.8	Htr2c
ENSMUST00000134381.8	Atrx
ENSMUST00000134402.8	Pak3
ENSMUST00000134432.9	Tafazzin
ENSMUST00000134434.2	Brwd3
ENSMUST00000134502.2	Pdk3
ENSMUST00000134507.8	Atrx
ENSMUST00000134547.2	Taf9b
ENSMUST00000134573.2	Mcts1
ENSMUST00000134582.2	Eda
ENSMUST00000134588.3	Zfp185
ENSMUST00000134601.2	Tmem29
ENSMUST00000134602.8	Prrg1
ENSMUST00000134629.2	Syap1
ENSMUST00000134662.2	Acot9
ENSMUST00000134670.2	Alas2
ENSMUST00000134672.8	BC065397
ENSMUST00000134724.3	Gm6956
ENSMUST00000134757.8	Slc25a14
ENSMUST00000134783.2	Nono
ENSMUST00000134785.2	Htatsf1
ENSMUST00000134825.3	Kcne5
ENSMUST00000134855.8	Sat1
ENSMUST00000134859.8	Mtm1
ENSMUST00000134887.8	Cited1
ENSMUST00000134899.3	Asb12
ENSMUST00000134914.8	Tafazzin
ENSMUST00000134936.9	Tafazzin
ENSMUST00000134950.8	Mospd2
ENSMUST00000134954.2	Tmem185a
ENSMUST00000134986.8	Gprasp2
ENSMUST00000135012.2	Tafazzin
ENSMUST00000135027.2	Msn
ENSMUST00000135038.2	Il2rg
ENSMUST00000135041.2	Gdi1
ENSMUST00000135086.2	Gm1720
ENSMUST00000135094.8	Ctps2
ENSMUST00000135098.2	Arhgef6
ENSMUST00000135101.2	Rlim
ENSMUST00000135104.2	L1cam
ENSMUST00000135107.4	Sox3
ENSMUST00000135114.8	5530601H04Rik
ENSMUST00000135126.8	Rbm41
ENSMUST00000135165.8	Ikbkg
ENSMUST00000135172.2	Smc1a
ENSMUST00000135212.2	Heph
ENSMUST00000135213.8	Renbp
ENSMUST00000135224.2	Cldn2
ENSMUST00000135237.9	Arr3
ENSMUST00000135285.2	Mpp1
ENSMUST00000135307.8	Opn1mw
ENSMUST00000135389.8	Dkc1
ENSMUST00000135444.2	4930555B12Rik
ENSMUST00000135445.2	Wdr44
ENSMUST00000135491.2	Gm15015
ENSMUST00000135492.2	Igsf1
ENSMUST00000135504.9	Tafazzin
ENSMUST00000135542.2	Map7d3
ENSMUST00000135604.2	Gm4726
ENSMUST00000135622.2	Gripap1
ENSMUST00000135661.2	Zfx
ENSMUST00000135687.2	Sertm2
ENSMUST00000135690.2	Rpl10
ENSMUST00000135711.8	Renbp
ENSMUST00000135713.8	Phex
ENSMUST00000135731.2	Morf4l2
ENSMUST00000135742.8	Xlr5b
ENSMUST00000135758.2	Lonrf3
ENSMUST00000135821.8	Chm
ENSMUST00000135832.2	Amot
ENSMUST00000135856.2	Ppef1
ENSMUST00000135894.2	G6pdx
ENSMUST00000135914.8	Atp6ap1
ENSMUST00000135949.2	Pgk1
ENSMUST00000136056.2	Atp6ap1
ENSMUST00000136093.2	Jade3
ENSMUST00000136114.8	Plxna3
ENSMUST00000136141.2	Smpx
ENSMUST00000136155.2	Plp2
ENSMUST00000136211.2	5530601H04Rik
ENSMUST00000136251.8	Nono
ENSMUST00000136277.2	Cited1
ENSMUST00000136300.2	Slc25a53
ENSMUST00000136323.8	Stag2
ENSMUST00000136348.8	Bcorl1
ENSMUST00000136396.8	Adgrg4
ENSMUST00000136404.3	Mbnl3
ENSMUST00000136406.8	5330434G04Rik
ENSMUST00000136415.9	Morc4
ENSMUST00000136428.2	Gm27192
ENSMUST00000136447.3	A230072C01Rik
ENSMUST00000136451.8	Araf
ENSMUST00000136472.2	Gm15201
ENSMUST00000136510.3	Cstf2
ENSMUST00000136518.8	Firre
ENSMUST00000136533.2	Tceal8
ENSMUST00000136544.2	Ssr4
ENSMUST00000136639.2	E330010L02Rik
ENSMUST00000136650.8	Morf4l2
ENSMUST00000136664.2	Srpk3
ENSMUST00000136716.2	Fam3a
ENSMUST00000136741.2	Stk26
ENSMUST00000136779.2	Gm15261
ENSMUST00000136789.8	Lrch2
ENSMUST00000136817.2	Lamp2
ENSMUST00000136834.2	1700036O09Rik
ENSMUST00000136860.3	ENSMUSG00000121874
ENSMUST00000136888.2	Ppef1
ENSMUST00000136915.2	Uba1
ENSMUST00000136930.8	Gripap1
ENSMUST00000137011.2	Prrg1
ENSMUST00000137031.2	Fate1
ENSMUST00000137033.2	Gspt2
ENSMUST00000137045.2	Srpk3
ENSMUST00000137051.8	Col4a6
ENSMUST00000137101.8	Usp11
ENSMUST00000137107.2	P2ry10b
ENSMUST00000137153.8	Cdr1os
ENSMUST00000137155.2	Gm14349
ENSMUST00000137173.2	Armcx1
ENSMUST00000137192.2	Pls3
ENSMUST00000137217.8	Shroom2
ENSMUST00000137277.2	Atp6ap2
ENSMUST00000137281.2	Gm14635
ENSMUST00000137286.2	Dkc1
ENSMUST00000137392.8	Gprasp2
ENSMUST00000137416.8	Zmym3
ENSMUST00000137421.8	Gm2101
ENSMUST00000137438.2	Tab3
ENSMUST00000137447.8	Gdi1
ENSMUST00000137453.8	Atrx
ENSMUST00000137460.2	3010001F23Rik
ENSMUST00000137467.8	Tfe3
ENSMUST00000137470.2	Wdr45
ENSMUST00000137479.2	Gpr165
ENSMUST00000137484.2	Plxna3
ENSMUST00000137492.8	Tlr7
ENSMUST00000137499.8	Hdac6
ENSMUST00000137507.2	Fndc3c1
ENSMUST00000137515.2	Syp
ENSMUST00000137517.2	Gabra3
ENSMUST00000137518.8	Enox2
ENSMUST00000137605.2	Morf4l2
ENSMUST00000137641.8	Xlr3b
ENSMUST00000137659.2	Las1l
ENSMUST00000137664.2	Med12
ENSMUST00000137665.2	Lrch2
ENSMUST00000137687.2	Zic3
ENSMUST00000137712.9	Rps6ka6
ENSMUST00000137737.2	Gm7855
ENSMUST00000137765.2	Gm14936
ENSMUST00000137785.8	Hdac8
ENSMUST00000137816.8	Huwe1
ENSMUST00000137840.2	Gpr173
ENSMUST00000137853.8	Zfx
ENSMUST00000137892.8	Uba1
ENSMUST00000137955.2	4933416E14Rik
ENSMUST00000137977.8	Nxf7
ENSMUST00000137979.2	Morf4l2
ENSMUST00000137981.2	Gm2165
ENSMUST00000138023.8	Huwe1
ENSMUST00000138026.2	Gnl3l
ENSMUST00000138031.8	Gpr174
ENSMUST00000138047.8	Tceal3
ENSMUST00000138082.2	Gm14718
ENSMUST00000138123.2	Zfp182
ENSMUST00000138137.2	5530601H04Rik
ENSMUST00000138146.2	Maged1
ENSMUST00000138149.2	Xlr3b
ENSMUST00000138156.2	Kis2
ENSMUST00000138162.2	Slc7a3
ENSMUST00000138176.2	Gm16441
ENSMUST00000138187.8	Amot
ENSMUST00000138201.3	AW822252
ENSMUST00000138242.2	Fam50a
ENSMUST00000138251.2	Gprasp2
ENSMUST00000138262.2	1600025M17Rik
ENSMUST00000138311.2	Tlr8
ENSMUST00000138318.2	Phf8
ENSMUST00000138396.3	Phex
ENSMUST00000138397.8	Irak1
ENSMUST00000138421.8	Armcx1
ENSMUST00000138437.3	Foxo4
ENSMUST00000138460.9	5530601H04Rik
ENSMUST00000138467.2	Gm15092
ENSMUST00000138503.2	Fgf13
ENSMUST00000138564.8	Ikbkg
ENSMUST00000138565.2	Mtmr1
ENSMUST00000138566.8	Huwe1
ENSMUST00000138569.2	Atp11c
ENSMUST00000138614.2	Gm14858
ENSMUST00000138635.8	Rbm41
ENSMUST00000138642.3	Ssxb6
ENSMUST00000138645.8	Rps6ka6
ENSMUST00000138724.8	Fndc3c1
ENSMUST00000138731.2	Maged1
ENSMUST00000138765.2	Atrx
ENSMUST00000138791.2	Rbbp7
ENSMUST00000138799.2	Rpl39
ENSMUST00000138832.2	Gm15384
ENSMUST00000138877.2	Nxt2
ENSMUST00000138878.2	Nxf3
ENSMUST00000138918.8	Tspyl2
ENSMUST00000138943.8	4933407K13Rik
ENSMUST00000138944.8	Sat1
ENSMUST00000138954.2	Rpl10
ENSMUST00000138958.2	Apex2
ENSMUST00000138979.2	Vma21
ENSMUST00000139036.2	Ikbkg
ENSMUST00000139060.2	Zfp300
ENSMUST00000139105.8	Naa10
ENSMUST00000139112.8	Gm14974
ENSMUST00000139146.8	Arhgap6
ENSMUST00000139150.2	Rbmx2
ENSMUST00000139163.8	Gm14634
ENSMUST00000139166.2	Zrsr2
ENSMUST00000139191.8	Xlr4a
ENSMUST00000139205.8	Gpr165
ENSMUST00000139245.2	Huwe1
ENSMUST00000139259.2	Gm6377
ENSMUST00000139310.2	Gpr143
ENSMUST00000139323.2	Plxna3
ENSMUST00000139358.2	Tmem255a
ENSMUST00000139359.3	Pwwp3b
ENSMUST00000139375.8	Maged1
ENSMUST00000139380.3	Tlr13
ENSMUST00000139386.2	Huwe1
ENSMUST00000139421.3	Magt1
ENSMUST00000139496.8	Phka2
ENSMUST00000139499.2	Ccdc120
ENSMUST00000139587.8	Phka2
ENSMUST00000139630.2	Srpk3
ENSMUST00000139664.2	Cnksr2
ENSMUST00000139695.2	Gm14798
ENSMUST00000139717.2	Las1l
ENSMUST00000139733.3	Cldn34c1
ENSMUST00000139735.3	Cask
ENSMUST00000139744.2	Porcn
ENSMUST00000139758.2	4933401B06Rik
ENSMUST00000139764.9	Usp9x
ENSMUST00000139786.8	Mbtps2
ENSMUST00000139792.2	Mospd2
ENSMUST00000139874.2	Gm15295
ENSMUST00000139878.2	Rtl5
ENSMUST00000139887.3	Gm21979
ENSMUST00000139909.2	Huwe1
ENSMUST00000139920.8	Dcx
ENSMUST00000139965.8	Gria3
ENSMUST00000139977.8	Aff2
ENSMUST00000139996.2	Zfp275
ENSMUST00000139998.2	Dmd
ENSMUST00000140011.2	Ebp
ENSMUST00000140019.2	Dynlt3
ENSMUST00000140021.2	Gm14565
ENSMUST00000140023.8	Cdr1os
ENSMUST00000140102.2	Ppp1r2-ps7
ENSMUST00000140106.8	Gm14569
ENSMUST00000140130.2	Irak1
ENSMUST00000140144.2	Mid2
ENSMUST00000140145.2	Hs6st2
ENSMUST00000140175.2	Dock11
ENSMUST00000140204.8	Mcts1
ENSMUST00000140207.8	Apex2
ENSMUST00000140208.2	ENSMUSG00000121666
ENSMUST00000140300.2	Btbd35f3
ENSMUST00000140333.2	Abcb7
ENSMUST00000140384.8	Rbmx
ENSMUST00000140393.8	Arhgap4
ENSMUST00000140399.3	Mecp2
ENSMUST00000140409.2	4933407K13Rik
ENSMUST00000140450.2	Gm14717
ENSMUST00000140470.2	Taf1
ENSMUST00000140479.2	Yipf6
ENSMUST00000140486.2	Elf4
ENSMUST00000140520.2	Acsl4
ENSMUST00000140540.2	Gripap1
ENSMUST00000140551.2	Dgat2l6
ENSMUST00000140575.8	Nbdy
ENSMUST00000140598.2	Ophn1
ENSMUST00000140609.8	Dkc1
ENSMUST00000140614.2	E330016L19Rik
ENSMUST00000140615.2	Slc25a53
ENSMUST00000140632.2	Ubl4a
ENSMUST00000140655.2	ENSMUSG00000121882
ENSMUST00000140707.2	Fndc3c1
ENSMUST00000140756.2	Smarca1
ENSMUST00000140803.2	Bgn
ENSMUST00000140804.2	Hsd17b10
ENSMUST00000140845.2	Ap1s2
ENSMUST00000140849.2	Gm9498
ENSMUST00000140944.8	Idh3g
ENSMUST00000140946.8	Gm3669
ENSMUST00000140954.9	5530601H04Rik
ENSMUST00000141041.2	Smim9
ENSMUST00000141084.3	Smarca1
ENSMUST00000141128.2	Rbm10
ENSMUST00000141136.9	5530601H04Rik
ENSMUST00000141174.2	Gm14493
ENSMUST00000141178.2	Gripap1
ENSMUST00000141211.2	Naa10
ENSMUST00000141221.2	L1cam
ENSMUST00000141261.2	Dmd
ENSMUST00000141310.2	Nxf7
ENSMUST00000141316.8	Xiap
ENSMUST00000141322.2	Armcx2
ENSMUST00000141354.8	Sh3kbp1
ENSMUST00000141356.2	Ptchd1
ENSMUST00000141393.2	Enox2
ENSMUST00000141414.2	Stag2
ENSMUST00000141457.2	Smc1a
ENSMUST00000141528.2	Flna
ENSMUST00000141552.2	Dach2
ENSMUST00000141604.2	Fam3a
ENSMUST00000141609.2	Atrx
ENSMUST00000141629.2	Rbm3
ENSMUST00000141634.8	Cacna1f
ENSMUST00000141660.8	Frmpd3
ENSMUST00000141676.9	Arr3
ENSMUST00000141677.2	Shroom2
ENSMUST00000141697.2	Gm14582
ENSMUST00000141702.2	Maged1
ENSMUST00000141715.2	Phf8
ENSMUST00000141721.2	Ssr4
ENSMUST00000141728.2	Fmr1
ENSMUST00000141818.2	Cltrn
ENSMUST00000141849.2	Zmat1
ENSMUST00000141876.2	Prickle3
ENSMUST00000141895.2	Zmym3
ENSMUST00000141922.8	Kantr
ENSMUST00000141925.8	Rbm3
ENSMUST00000141936.2	Vgll1
ENSMUST00000141945.2	Bgn
ENSMUST00000141946.3	Bend2
ENSMUST00000141948.8	Tmem29
ENSMUST00000141953.8	Gprasp2
ENSMUST00000141989.2	Gm15017
ENSMUST00000142024.2	4933401B06Rik
ENSMUST00000142032.8	Gm2117
ENSMUST00000142034.8	Gprasp2
ENSMUST00000142044.2	Gm15228
ENSMUST00000142109.9	5330434G04Rik
ENSMUST00000142132.2	Nrk
ENSMUST00000142142.8	Rpl10
ENSMUST00000142146.8	Drp2
ENSMUST00000142152.2	Gk
ENSMUST00000142160.3	Bcorl1
ENSMUST00000142172.2	Bex1
ENSMUST00000142235.2	Atrx
ENSMUST00000142236.8	Plxna3
ENSMUST00000142237.2	Xlr4b
ENSMUST00000142240.2	Gm371
ENSMUST00000142267.2	Ophn1
ENSMUST00000142302.2	Gm15273
ENSMUST00000142341.2	Uxt
ENSMUST00000142426.8	Sh3kbp1
ENSMUST00000142447.8	Ppp1r3f
ENSMUST00000142474.2	Alas2
ENSMUST00000142479.2	Pola1
ENSMUST00000142534.2	Phka1
ENSMUST00000142584.2	Fmr1
ENSMUST00000142600.2	Wdr44
ENSMUST00000142624.2	Ints6l
ENSMUST00000142638.2	Fundc1
ENSMUST00000142668.2	Rps6ka3
ENSMUST00000142691.2	Klhl15
ENSMUST00000142707.8	Idh3g
ENSMUST00000142719.2	Ocrl
ENSMUST00000142738.2	Hs6st2
ENSMUST00000142829.2	Ssr4
ENSMUST00000142848.2	Pfkfb1
ENSMUST00000142907.8	3632454L22Rik
ENSMUST00000142919.2	Gm14664
ENSMUST00000142925.2	Arhgap4
ENSMUST00000142927.2	Ctps2
ENSMUST00000142983.2	Hs6st2
ENSMUST00000143028.2	Zfp280c
ENSMUST00000143034.2	Gprasp1
ENSMUST00000143048.2	Arhgap6
ENSMUST00000143059.2	Nxf2
ENSMUST00000143069.2	Pabir2
ENSMUST00000143076.2	Naa10
ENSMUST00000143097.2	Aff2
ENSMUST00000143110.2	Gm15086
ENSMUST00000143129.3	Gm14636
ENSMUST00000143142.8	Ints6l
ENSMUST00000143159.2	Zmym3
ENSMUST00000143223.2	Ebp
ENSMUST00000143263.8	Gpm6b
ENSMUST00000143310.2	Rbmx
ENSMUST00000143361.2	Atrx
ENSMUST00000143466.8	Aifm1
ENSMUST00000143479.8	Kis2
ENSMUST00000143521.2	G6pdx
ENSMUST00000143526.8	Tmem29
ENSMUST00000143532.2	Rpgr
ENSMUST00000143536.2	Arhgap4
ENSMUST00000143538.2	Mtcp1
ENSMUST00000143544.8	Steep1
ENSMUST00000143557.8	Thoc2
ENSMUST00000143610.3	Amot
ENSMUST00000143622.2	Gm14951
ENSMUST00000143641.4	Shroom4
ENSMUST00000143668.8	Diaph2
ENSMUST00000143680.8	Tfe3
ENSMUST00000143681.2	Rbbp7
ENSMUST00000143696.8	Arhgap4
ENSMUST00000143784.2	Ikbkg
ENSMUST00000143815.2	Mid1
ENSMUST00000143843.8	Maged2
ENSMUST00000143854.2	Plp2
ENSMUST00000143880.2	Klf8
ENSMUST00000143908.8	Taf1
ENSMUST00000143946.2	Itgb1bp2
ENSMUST00000143975.8	Tent5d
ENSMUST00000143984.2	Tbc1d25
ENSMUST00000143999.9	Firre
ENSMUST00000144018.8	Gm3669
ENSMUST00000144068.8	Slc9a6
ENSMUST00000144075.2	Atp6ap1
ENSMUST00000144098.2	Samt1c
ENSMUST00000144148.4	Wdr45
ENSMUST00000144163.2	Gm14552
ENSMUST00000144175.3	Rragb
ENSMUST00000144185.5	Alg13
ENSMUST00000144187.2	Pnck
ENSMUST00000144294.2	Gm14696
ENSMUST00000144317.2	Gdi1
ENSMUST00000144353.2	Irak1
ENSMUST00000144356.8	Mid1ip1
ENSMUST00000144360.8	Klhl13
ENSMUST00000144366.9	5530601H04Rik
ENSMUST00000144367.2	Pin4
ENSMUST00000144397.2	Nhsl2
ENSMUST00000144410.2	Slc7a3
ENSMUST00000144412.2	Gm14643
ENSMUST00000144421.8	2810403D21Rik
ENSMUST00000144428.2	Gm650
ENSMUST00000144429.8	Flna
ENSMUST00000144434.2	Rpl10
ENSMUST00000144478.2	L1cam
ENSMUST00000144481.8	Morc4
ENSMUST00000144483.2	Cstf2
ENSMUST00000144506.2	Atp6ap1
ENSMUST00000144521.8	Brwd3
ENSMUST00000144522.8	Cacna1f
ENSMUST00000144563.2	Gm9785
ENSMUST00000144598.8	Bclaf3
ENSMUST00000144600.8	Fhl1
ENSMUST00000144643.8	Pdzd11
ENSMUST00000144663.2	Lamp2
ENSMUST00000144664.2	Ocrl
ENSMUST00000144674.2	Ccdc22
ENSMUST00000144678.2	Cenpi
ENSMUST00000144695.8	Tent5d
ENSMUST00000144712.7	Gpr50
ENSMUST00000144715.2	Tfe3
ENSMUST00000144719.9	Flicr
ENSMUST00000144738.2	Gm15726
ENSMUST00000144753.2	Nhsl2
ENSMUST00000144761.8	Gm14858
ENSMUST00000144771.2	Renbp
ENSMUST00000144774.2	5530601H04Rik
ENSMUST00000144814.2	Gm8289
ENSMUST00000144849.9	5530601H04Rik
ENSMUST00000144853.9	Cdr1os
ENSMUST00000144860.2	Nlgn3
ENSMUST00000144880.2	Plp1
ENSMUST00000144881.2	Igbp1
ENSMUST00000144900.2	Tfe3
ENSMUST00000144912.8	Gdpd2
ENSMUST00000144946.2	Gripap1
ENSMUST00000144947.8	Ikbkg
ENSMUST00000144953.8	Ftsj1
ENSMUST00000145035.2	Adgrg4
ENSMUST00000145063.8	Eda
ENSMUST00000145065.2	Xiap
ENSMUST00000145066.2	Trmt2b
ENSMUST00000145074.2	Il2rg
ENSMUST00000145142.8	Map7d2
ENSMUST00000145159.8	Arhgap4
ENSMUST00000145177.2	Pim2
ENSMUST00000145222.2	Dkc1
ENSMUST00000145243.2	Gm2182
ENSMUST00000145250.2	2810403D21Rik
ENSMUST00000145284.8	Tlr7
ENSMUST00000145302.3	Dgkk
ENSMUST00000145305.2	Gm14368
ENSMUST00000145319.2	Kif4
ENSMUST00000145341.2	Idh3g
ENSMUST00000145342.8	Maged2
ENSMUST00000145362.4	Zc3h12b
ENSMUST00000145383.2	Gm14505
ENSMUST00000145412.8	Pir
ENSMUST00000145443.2	Opn1mw
ENSMUST00000145450.2	Rbm3
ENSMUST00000145456.2	Prps2
ENSMUST00000145477.8	Sms
ENSMUST00000145498.2	Cldn34-ps
ENSMUST00000145515.8	3010001F23Rik
ENSMUST00000145518.8	Smc1a
ENSMUST00000145537.2	Spin2-ps8
ENSMUST00000145552.2	Gm14662
ENSMUST00000145564.2	Msl3
ENSMUST00000145576.2	Gm14902
ENSMUST00000145580.8	Gdi1
ENSMUST00000145586.8	Thoc2
ENSMUST00000145620.2	BC065397
ENSMUST00000145639.8	Itih6
ENSMUST00000145642.2	Cnga2
ENSMUST00000145648.8	Tceal3
ENSMUST00000145675.8	Hdac6
ENSMUST00000145677.2	Irak1
ENSMUST00000145724.7	Alg13
ENSMUST00000145757.2	Dock11
ENSMUST00000145767.2	Fgf13
ENSMUST00000145803.8	Ftx
ENSMUST00000145805.2	L1cam
ENSMUST00000145820.2	Stard8
ENSMUST00000145842.8	Slc25a53
ENSMUST00000145872.8	Bcor
ENSMUST00000145894.2	Gm14703
ENSMUST00000145916.2	Gm15298
ENSMUST00000145941.3	Gm14820
ENSMUST00000145953.2	Gm15276
ENSMUST00000145962.2	Zrsr2
ENSMUST00000145973.3	Gm27191
ENSMUST00000146013.8	Gdi1
ENSMUST00000146026.2	Sms
ENSMUST00000146029.2	Was
ENSMUST00000146063.2	Tab3
ENSMUST00000146073.8	Mid1
ENSMUST00000146082.2	Gm14710
ENSMUST00000146161.8	A230072E10Rik
ENSMUST00000146177.8	Fmr1
ENSMUST00000146193.3	Atrx
ENSMUST00000146210.2	Irak1
ENSMUST00000146213.8	Mtmr1
ENSMUST00000146227.9	5530601H04Rik
ENSMUST00000146259.2	Cdk16
ENSMUST00000146260.2	Tafazzin
ENSMUST00000146263.2	Pcyt1b
ENSMUST00000146331.8	Dmd
ENSMUST00000146371.8	Renbp
ENSMUST00000146406.2	Timm17b
ENSMUST00000146486.2	Ocrl
ENSMUST00000146535.8	Gm14635
ENSMUST00000146539.8	Dach2
ENSMUST00000146583.2	Tceal8
ENSMUST00000146584.2	Rpl10
ENSMUST00000146614.8	Gm14552
ENSMUST00000146636.2	Gm15229
ENSMUST00000146644.2	Gm14827
ENSMUST00000146697.2	Actb-ps1
ENSMUST00000146742.2	Gnl3l
ENSMUST00000146752.8	Phka2
ENSMUST00000146772.2	Dlg3
ENSMUST00000146790.2	L1cam
ENSMUST00000146796.3	Slc6a8
ENSMUST00000146801.8	BC065397
ENSMUST00000146805.8	Adgrg2
ENSMUST00000146812.8	Plxnb3
ENSMUST00000146813.8	Mospd2
ENSMUST00000146830.2	Vsig4
ENSMUST00000146835.8	Iqsec2
ENSMUST00000146874.3	Xiap
ENSMUST00000146877.2	Med12
ENSMUST00000146914.3	Morc4
ENSMUST00000146929.2	Gm15232
ENSMUST00000146956.2	Stk26
ENSMUST00000146965.2	Hsf3
ENSMUST00000147017.8	Zmym3
ENSMUST00000147039.2	Dipk2b
ENSMUST00000147100.2	5730412P04Rik
ENSMUST00000147103.2	Awat2
ENSMUST00000147127.8	Plxnb3
ENSMUST00000147129.8	Cul4b
ENSMUST00000147130.2	Gm14764
ENSMUST00000147142.2	Gm15020
ENSMUST00000147144.2	Gm14697
ENSMUST00000147152.3	Maged2
ENSMUST00000147192.2	Gm14651
ENSMUST00000147205.2	Uxt
ENSMUST00000147232.8	Gripap1
ENSMUST00000147275.8	Atp6ap1
ENSMUST00000147283.8	Smpx
ENSMUST00000147295.2	Gm7023
ENSMUST00000147334.2	Srpx
ENSMUST00000147349.8	F8
ENSMUST00000147429.2	Gm15008
ENSMUST00000147443.2	Nlgn3
ENSMUST00000147467.2	Ftsj1
ENSMUST00000147478.8	5530601H04Rik
ENSMUST00000147498.2	Nono
ENSMUST00000147510.8	Arhgap4
ENSMUST00000147521.8	P2ry10b
ENSMUST00000147529.2	Ophn1
ENSMUST00000147635.2	Ogt
ENSMUST00000147666.8	Huwe1
ENSMUST00000147681.3	F630028O10Rik
ENSMUST00000147708.8	Nono
ENSMUST00000147740.2	Dmd
ENSMUST00000147742.9	Gm4779
ENSMUST00000147805.8	Ophn1
ENSMUST00000147830.2	Mtcp1
ENSMUST00000147844.9	Tafazzin
ENSMUST00000147863.8	Dlg3
ENSMUST00000147870.2	2010204K13Rik
ENSMUST00000147900.8	Atp6ap1
ENSMUST00000147928.8	Zrsr2
ENSMUST00000147972.2	Atg4a
ENSMUST00000147993.8	Gm2117
ENSMUST00000147994.2	Las1l
ENSMUST00000147998.2	Fundc2
ENSMUST00000148032.8	Araf
ENSMUST00000148069.2	Gm14457
ENSMUST00000148076.2	Dlg3
ENSMUST00000148080.2	Cstf2
ENSMUST00000148116.2	Mbnl3
ENSMUST00000148133.2	Elk1
ENSMUST00000148135.8	Wdr13
ENSMUST00000148147.2	Spin2-ps3
ENSMUST00000148177.2	Cd99l2
ENSMUST00000148199.2	Ctps2
ENSMUST00000148212.2	Gria3
ENSMUST00000148217.2	Gm15156
ENSMUST00000148240.2	Trpc5
ENSMUST00000148250.2	L1cam
ENSMUST00000148253.2	Slc25a53
ENSMUST00000148284.2	Gm14742
ENSMUST00000148312.2	Nono
ENSMUST00000148317.8	Irak1
ENSMUST00000148319.8	Arhgap4
ENSMUST00000148326.8	Kantr
ENSMUST00000148345.8	Prrg1
ENSMUST00000148348.8	Fmr1
ENSMUST00000148369.2	Gm6019
ENSMUST00000148370.2	Tlr8
ENSMUST00000148374.8	Bhlhb9
ENSMUST00000148419.8	Idh3g
ENSMUST00000148481.8	Hdac8
ENSMUST00000148499.2	Gabre
ENSMUST00000148522.2	Gm14817
ENSMUST00000148530.3	Firre
ENSMUST00000148570.8	Rps6ka3
ENSMUST00000148604.2	Tro
ENSMUST00000148614.2	Gm5125
ENSMUST00000148622.3	Phf8
ENSMUST00000148624.8	Wdr45
ENSMUST00000148651.8	3010001F23Rik
ENSMUST00000148658.8	Gprasp2
ENSMUST00000148684.3	Slc16a2
ENSMUST00000148691.2	Gm14569
ENSMUST00000148703.2	Rbm41
ENSMUST00000148706.8	Irak1
ENSMUST00000148708.2	Spin2c
ENSMUST00000148722.2	Xkrx
ENSMUST00000148726.2	Plxna3
