gene_name	transcript_name	transcript_id	gene_id	protein_id	gencode_basic
Chil4	Chil4-201	ENSMUST00000082219.6	ENSMUSG00000063779.7	ENSMUSP00000080851.6	True
Chil6	Chil6-201	ENSMUST00000029510.9	ENSMUSG00000027902.9	ENSMUSP00000029510.8	True
Dennd2d	Dennd2d-201	ENSMUST00000029508.11	ENSMUSG00000027901.13	ENSMUSP00000029508.5	True
Dennd2d	Dennd2d-204	ENSMUST00000183271.2	ENSMUSG00000027901.13	ENSMUSP00000138462.2	True
Cept1	Cept1-202	ENSMUST00000068301.11	ENSMUSG00000040774.16	ENSMUSP00000065743.5	True
Cept1	Cept1-203	ENSMUST00000121231.8	ENSMUSG00000040774.16	ENSMUSP00000112509.2	True
Cept1	Cept1-201	ENSMUST00000039153.14	ENSMUSG00000040774.16	ENSMUSP00000037277.8	True
Dram2	Dram2-202	ENSMUST00000067630.13	ENSMUSG00000027900.16	ENSMUSP00000063510.7	True
Dram2	Dram2-203	ENSMUST00000121034.8	ENSMUSG00000027900.16	ENSMUSP00000112680.2	True
Dram2	Dram2-201	ENSMUST00000029507.13	ENSMUSG00000027900.16	ENSMUSP00000029507.7	True
Lrif1	Lrif1-202	ENSMUST00000098751.10	ENSMUSG00000056260.16	ENSMUSP00000096347.4	True
Lrif1	Lrif1-203	ENSMUST00000106736.3	ENSMUSG00000056260.16	ENSMUSP00000102347.3	True
Lrif1	Lrif1-201	ENSMUST00000098750.5	ENSMUSG00000056260.16	ENSMUSP00000096346.3	True
Cd53	Cd53-201	ENSMUST00000038845.10	ENSMUSG00000040747.10	ENSMUSP00000035781.9	True
Or11i1	Or11i1-202	ENSMUST00000213616.3	ENSMUSG00000043529.5	ENSMUSP00000149899.2	True
Or11i1	Or11i1-203	ENSMUST00000216610.2	ENSMUSG00000043529.5	ENSMUSP00000150519.2	True
Or11i1	Or11i1-201	ENSMUST00000059486.3	ENSMUSG00000043529.5	ENSMUSP00000054070.3	True
Kcna3	Kcna3-201	ENSMUST00000052718.5	ENSMUSG00000047959.5	ENSMUSP00000050680.4	True
Kcna2	Kcna2-203	ENSMUST00000197470.5	ENSMUSG00000040724.6	ENSMUSP00000143798.2	True
Kcna2	Kcna2-201	ENSMUST00000038695.6	ENSMUSG00000040724.6	ENSMUSP00000041702.2	True
Kcna2	Kcna2-202	ENSMUST00000196403.2	ENSMUSG00000040724.6	ENSMUSP00000142873.2	True
Kcna10	Kcna10-201	ENSMUST00000055064.8	ENSMUSG00000042861.8	ENSMUSP00000088118.6	True
Cym	Cym-201	ENSMUST00000029504.9	ENSMUSG00000046213.10	ENSMUSP00000029504.9	True
Prok1	Prok1-202	ENSMUST00000197758.5	ENSMUSG00000070368.10	ENSMUSP00000143197.2	True
Prok1	Prok1-201	ENSMUST00000049852.10	ENSMUSG00000070368.10	ENSMUSP00000060617.9	True
Lamtor5	Lamtor5-201	ENSMUST00000145735.6	ENSMUSG00000087260.6	ENSMUSP00000129012.2	True
Lamtor5	Lamtor5-202	ENSMUST00000199317.2	ENSMUSG00000087260.6	ENSMUSP00000143494.2	True
Slc16a4	Slc16a4-201	ENSMUST00000029502.14	ENSMUSG00000027896.16	ENSMUSP00000029502.8	True
Slc16a4	Slc16a4-202	ENSMUST00000106723.2	ENSMUSG00000027896.16	ENSMUSP00000102334.2	True
Rbm15	Rbm15-201	ENSMUST00000061772.11	ENSMUSG00000048109.11	ENSMUSP00000054424.10	True
Kcnc4	Kcnc4-201	ENSMUST00000009617.10	ENSMUSG00000027895.11	ENSMUSP00000009617.9	True
Kcnc4	Kcnc4-202	ENSMUST00000238670.2	ENSMUSG00000027895.11	ENSMUSP00000158751.2	True
Slc6a17	Slc6a17-208	ENSMUST00000169449.8	ENSMUSG00000027894.15	ENSMUSP00000129379.2	True
Slc6a17	Slc6a17-201	ENSMUST00000029499.15	ENSMUSG00000027894.15	ENSMUSP00000029499.9	True
Ubl4b	Ubl4b-201	ENSMUST00000052853.8	ENSMUSG00000055891.8	ENSMUSP00000100577.3	True
Alx3	Alx3-201	ENSMUST00000014747.3	ENSMUSG00000014603.4	ENSMUSP00000014747.2	True
Strip1	Strip1-201	ENSMUST00000064759.7	ENSMUSG00000014601.14	ENSMUSP00000068587.6	True
Ahcyl1	Ahcyl1-201	ENSMUST00000029490.15	ENSMUSG00000027893.15	ENSMUSP00000029490.9	True
Csf1	Csf1-202	ENSMUST00000118593.8	ENSMUSG00000014599.11	ENSMUSP00000113136.2	True
Csf1	Csf1-201	ENSMUST00000014743.10	ENSMUSG00000014599.11	ENSMUSP00000014743.4	True
Csf1	Csf1-204	ENSMUST00000120654.8	ENSMUSG00000014599.11	ENSMUSP00000112832.2	True
Csf1	Csf1-203	ENSMUST00000120243.8	ENSMUSG00000014599.11	ENSMUSP00000113617.2	True
Eps8l3	Eps8l3-201	ENSMUST00000037375.10	ENSMUSG00000040600.10	ENSMUSP00000042004.9	True
Gstm5	Gstm5-201	ENSMUST00000004134.11	ENSMUSG00000004032.11	ENSMUSP00000004134.5	True
Gstm5	Gstm5-202	ENSMUST00000167387.8	ENSMUSG00000004032.11	ENSMUSP00000127020.2	True
Gstm5	Gstm5-204	ENSMUST00000169365.2	ENSMUSG00000004032.11	ENSMUSP00000128306.2	True
Gstm7	Gstm7-201	ENSMUST00000004137.11	ENSMUSG00000004035.13	ENSMUSP00000004137.4	True
Gstm7	Gstm7-202	ENSMUST00000106687.9	ENSMUSG00000004035.13	ENSMUSP00000102298.3	True
Gstm7	Gstm7-203	ENSMUST00000106688.8	ENSMUSG00000004035.13	ENSMUSP00000102299.2	True
Gstm6	Gstm6-205	ENSMUST00000106685.9	ENSMUSG00000068762.12	ENSMUSP00000102296.3	True
Gstm6	Gstm6-204	ENSMUST00000106684.8	ENSMUSG00000068762.12	ENSMUSP00000102295.2	True
Gstm6	Gstm6-203	ENSMUST00000106683.8	ENSMUSG00000068762.12	ENSMUSP00000102294.2	True
Gstm3	Gstm3-201	ENSMUST00000004136.10	ENSMUSG00000004038.10	ENSMUSP00000004136.9	True
Gstm2	Gstm2-201	ENSMUST00000012348.9	ENSMUSG00000040562.13	ENSMUSP00000012348.3	True
Gstm2	Gstm2-202	ENSMUST00000066530.7	ENSMUSG00000040562.13	ENSMUSP00000066675.7	True
Gstm1	Gstm1-201	ENSMUST00000004140.11	ENSMUSG00000058135.13	ENSMUSP00000004140.5	True
Gstm1	Gstm1-202	ENSMUST00000126593.3	ENSMUSG00000058135.13	ENSMUSP00000118874.3	True
Gstm4	Gstm4-201	ENSMUST00000029489.15	ENSMUSG00000027890.18	ENSMUSP00000029489.9	True
Gstm4	Gstm4-203	ENSMUST00000178808.8	ENSMUSG00000027890.18	ENSMUSP00000136643.2	True
Gstm4	Gstm4-202	ENSMUST00000106670.2	ENSMUSG00000027890.18	ENSMUSP00000102281.2	True
Ampd2	Ampd2-203	ENSMUST00000102638.8	ENSMUSG00000027889.18	ENSMUSP00000099698.2	True
Ampd2	Ampd2-202	ENSMUST00000102637.8	ENSMUSG00000027889.18	ENSMUSP00000099697.2	True
Ampd2	Ampd2-201	ENSMUST00000078912.7	ENSMUSG00000027889.18	ENSMUSP00000077946.6	True
Gnat2	Gnat2-201	ENSMUST00000058669.15	ENSMUSG00000009108.16	ENSMUSP00000053818.9	True
Gnai3	Gnai3-201	ENSMUST00000000001.5	ENSMUSG00000000001.5	ENSMUSP00000000001.5	True
Gpr61	Gpr61-201	ENSMUST00000062028.8	ENSMUSG00000046793.9	ENSMUSP00000055557.2	True
Amigo1	Amigo1-201	ENSMUST00000050909.7	ENSMUSG00000050947.10	ENSMUSP00000061244.7	True
Amigo1	Amigo1-203	ENSMUST00000106659.3	ENSMUSG00000050947.10	ENSMUSP00000102270.3	True
Amigo1	Amigo1-202	ENSMUST00000106656.2	ENSMUSG00000050947.10	ENSMUSP00000102267.2	True
Cyb561d1	Cyb561d1-203	ENSMUST00000106655.2	ENSMUSG00000048796.8	ENSMUSP00000102266.2	True
Cyb561d1	Cyb561d1-201	ENSMUST00000065664.7	ENSMUSG00000048796.8	ENSMUSP00000070361.7	True
Cyb561d1	Cyb561d1-202	ENSMUST00000106654.2	ENSMUSG00000048796.8	ENSMUSP00000102265.2	True
Atxn7l2	Atxn7l2-202	ENSMUST00000117409.8	ENSMUSG00000048997.18	ENSMUSP00000112976.2	True
Atxn7l2	Atxn7l2-201	ENSMUST00000102633.9	ENSMUSG00000048997.18	ENSMUSP00000099693.3	True
Atxn7l2	Atxn7l2-203	ENSMUST00000117784.8	ENSMUSG00000048997.18	ENSMUSP00000114031.2	True
Atxn7l2	Atxn7l2-204	ENSMUST00000119650.8	ENSMUSG00000048997.18	ENSMUSP00000113020.2	True
Sypl2	Sypl2-201	ENSMUST00000141387.4	ENSMUSG00000027887.12	ENSMUSP00000116756.3	True
Psma5	Psma5-201	ENSMUST00000090569.10	ENSMUSG00000068749.10	ENSMUSP00000088057.6	True
Sort1	Sort1-203	ENSMUST00000135636.6	ENSMUSG00000068747.15	ENSMUSP00000123564.3	True
Sort1	Sort1-201	ENSMUST00000102632.7	ENSMUSG00000068747.15	ENSMUSP00000099692.5	True
Mybphl	Mybphl-201	ENSMUST00000090563.7	ENSMUSG00000068745.7	ENSMUSP00000088051.6	True
Psrc1	Psrc1-201	ENSMUST00000090561.10	ENSMUSG00000068744.13	ENSMUSP00000088049.4	True
Psrc1	Psrc1-202	ENSMUST00000102629.8	ENSMUSG00000068744.13	ENSMUSP00000099689.2	True
Celsr2	Celsr2-201	ENSMUST00000090558.11	ENSMUSG00000068740.15	ENSMUSP00000088046.4	True
Sars1	Sars1-201	ENSMUST00000090553.12	ENSMUSG00000068739.14	ENSMUSP00000088041.6	True
Sars1	Sars1-202	ENSMUST00000102625.11	ENSMUSG00000068739.14	ENSMUSP00000099685.5	True
Elapor1	Elapor1-202	ENSMUST00000106625.10	ENSMUSG00000040412.18	ENSMUSP00000102236.4	True
Elapor1	Elapor1-201	ENSMUST00000048012.13	ENSMUSG00000040412.18	ENSMUSP00000040128.7	True
Cfap276	Cfap276-201	ENSMUST00000029485.6	ENSMUSG00000027886.8	ENSMUSP00000029485.6	True
Tmem167b	Tmem167b-202	ENSMUST00000106622.3	ENSMUSG00000068732.6	ENSMUSP00000102233.3	True
Tmem167b	Tmem167b-201	ENSMUST00000090546.6	ENSMUSG00000068732.6	ENSMUSP00000088035.6	True
Taf13	Taf13-204	ENSMUST00000143054.2	ENSMUSG00000048100.14	ENSMUSP00000121346.2	True
Wdr47	Wdr47-201	ENSMUST00000051145.15	ENSMUSG00000040389.16	ENSMUSP00000057482.9	True
Clcc1	Clcc1-202	ENSMUST00000106609.8	ENSMUSG00000027884.17	ENSMUSP00000102220.2	True
Clcc1	Clcc1-201	ENSMUST00000029483.15	ENSMUSG00000027884.17	ENSMUSP00000029483.9	True
Clcc1	Clcc1-203	ENSMUST00000106613.2	ENSMUSG00000027884.17	ENSMUSP00000102224.2	True
Gpsm2	Gpsm2-201	ENSMUST00000029482.16	ENSMUSG00000027883.16	ENSMUSP00000029482.9	True
Aknad1	Aknad1-202	ENSMUST00000133931.9	ENSMUSG00000049565.17	ENSMUSP00000121755.3	True
Stxbp3	Stxbp3-201	ENSMUST00000102621.11	ENSMUSG00000027882.19	ENSMUSP00000099681.5	True
Stxbp3	Stxbp3-205	ENSMUST00000138552.6	ENSMUSG00000027882.19	ENSMUSP00000142860.2	True
Stxbp3	Stxbp3-202	ENSMUST00000106596.4	ENSMUSG00000027882.19	ENSMUSP00000102206.4	True
Fndc7	Fndc7-207	ENSMUST00000180063.8	ENSMUSG00000045326.14	ENSMUSP00000136215.2	True
Fndc7	Fndc7-202	ENSMUST00000102620.10	ENSMUSG00000045326.14	ENSMUSP00000099680.4	True
Fndc7	Fndc7-201	ENSMUST00000053065.8	ENSMUSG00000045326.14	ENSMUSP00000051172.5	True
Prpf38b	Prpf38b-201	ENSMUST00000029480.9	ENSMUSG00000027881.15	ENSMUSP00000029480.9	True
Henmt1	Henmt1-201	ENSMUST00000059946.11	ENSMUSG00000045662.18	ENSMUSP00000054829.5	True
Henmt1	Henmt1-202	ENSMUST00000098680.9	ENSMUSG00000045662.18	ENSMUSP00000096277.3	True
Henmt1	Henmt1-203	ENSMUST00000106586.7	ENSMUSG00000045662.18	ENSMUSP00000102196.3	True
Henmt1	Henmt1-205	ENSMUST00000196533.2	ENSMUSG00000045662.18	ENSMUSP00000143574.2	True
Eeig2	Eeig2-201	ENSMUST00000046924.10	ENSMUSG00000040339.11	ENSMUSP00000039751.4	True
Eeig2	Eeig2-202	ENSMUST00000171143.2	ENSMUSG00000040339.11	ENSMUSP00000131904.2	True
Slc25a54	Slc25a54-201	ENSMUST00000029478.5	ENSMUSG00000027880.7	ENSMUSP00000029478.3	True
Slc25a24	Slc25a24-201	ENSMUST00000029477.11	ENSMUSG00000040322.11	ENSMUSP00000029477.7	True
Vav3	Vav3-201	ENSMUST00000046864.14	ENSMUSG00000033721.17	ENSMUSP00000036270.8	True
Vav3	Vav3-202	ENSMUST00000106576.3	ENSMUSG00000033721.17	ENSMUSP00000102186.3	True
Ntng1	Ntng1-210	ENSMUST00000156177.9	ENSMUSG00000059857.17	ENSMUSP00000119534.3	True
Ntng1	Ntng1-207	ENSMUST00000133268.9	ENSMUSG00000059857.17	ENSMUSP00000117371.3	True
Ntng1	Ntng1-209	ENSMUST00000138953.9	ENSMUSG00000059857.17	ENSMUSP00000116213.3	True
Ntng1	Ntng1-202	ENSMUST00000072596.12	ENSMUSG00000059857.17	ENSMUSP00000072397.6	True
Ntng1	Ntng1-208	ENSMUST00000138344.9	ENSMUSG00000059857.17	ENSMUSP00000120688.3	True
Ntng1	Ntng1-206	ENSMUST00000131027.9	ENSMUSG00000059857.17	ENSMUSP00000118800.3	True
Ntng1	Ntng1-203	ENSMUST00000106571.10	ENSMUSG00000059857.17	ENSMUSP00000102181.4	True
Ntng1	Ntng1-204	ENSMUST00000106575.10	ENSMUSG00000059857.17	ENSMUSP00000102185.4	True
Ntng1	Ntng1-201	ENSMUST00000051253.4	ENSMUSG00000059857.17	ENSMUSP00000052268.4	True
Prmt6	Prmt6-203	ENSMUST00000190378.2	ENSMUSG00000049300.12	ENSMUSP00000140836.2	True
Prmt6	Prmt6-201	ENSMUST00000106567.2	ENSMUSG00000049300.12	ENSMUSP00000102177.2	True
Amy2a5	Amy2a5-201	ENSMUST00000098673.5	ENSMUSG00000074268.5	ENSMUSP00000096270.4	True
Amy2a4	Amy2a4-201	ENSMUST00000179568.3	ENSMUSG00000096770.3	ENSMUSP00000137025.2	True
Amy2a3	Amy2a3-201	ENSMUST00000179314.3	ENSMUSG00000093931.3	ENSMUSP00000136894.2	True
Amy2a2	Amy2a2-201	ENSMUST00000098667.5	ENSMUSG00000096569.3	ENSMUSP00000096264.4	True
Amy2a1	Amy2a1-201	ENSMUST00000132353.2	ENSMUSG00000070360.6	ENSMUSP00000118962.2	True
Amy1	Amy1-201	ENSMUST00000067980.12	ENSMUSG00000074264.13	ENSMUSP00000070368.6	True
Amy1	Amy1-202	ENSMUST00000106540.8	ENSMUSG00000074264.13	ENSMUSP00000102150.2	True
Rnpc3	Rnpc3-201	ENSMUST00000092154.10	ENSMUSG00000027981.15	ENSMUSP00000089792.4	True
Rnpc3	Rnpc3-203	ENSMUST00000106536.8	ENSMUSG00000027981.15	ENSMUSP00000102146.2	True
Rnpc3	Rnpc3-202	ENSMUST00000106535.2	ENSMUSG00000027981.15	ENSMUSP00000102145.2	True
Col11a1	Col11a1-201	ENSMUST00000092155.12	ENSMUSG00000027966.21	ENSMUSP00000089793.6	True
Olfm3	Olfm3-202	ENSMUST00000081752.13	ENSMUSG00000027965.16	ENSMUSP00000080448.7	True
Olfm3	Olfm3-201	ENSMUST00000051309.9	ENSMUSG00000027965.16	ENSMUSP00000060985.9	True
S1pr1	S1pr1-201	ENSMUST00000055676.4	ENSMUSG00000045092.9	ENSMUSP00000050897.3	True
Dph5	Dph5-204	ENSMUST00000189799.7	ENSMUSG00000033554.18	ENSMUSP00000140958.2	True
Dph5	Dph5-202	ENSMUST00000106505.8	ENSMUSG00000033554.18	ENSMUSP00000102114.2	True
Dph5	Dph5-201	ENSMUST00000043342.10	ENSMUSG00000033554.18	ENSMUSP00000043730.10	True
Slc30a7	Slc30a7-201	ENSMUST00000067485.4	ENSMUSG00000054414.5	ENSMUSP00000065254.4	True
Extl2	Extl2-201	ENSMUST00000029575.12	ENSMUSG00000027963.15	ENSMUSP00000029575.6	True
Extl2	Extl2-202	ENSMUST00000106501.8	ENSMUSG00000027963.15	ENSMUSP00000102110.2	True
Extl2	Extl2-203	ENSMUST00000106502.2	ENSMUSG00000027963.15	ENSMUSP00000102111.2	True
Vcam1	Vcam1-201	ENSMUST00000029574.13	ENSMUSG00000027962.15	ENSMUSP00000029574.9	True
Vcam1	Vcam1-203	ENSMUST00000196449.5	ENSMUSG00000027962.15	ENSMUSP00000142876.2	True
Gpr88	Gpr88-201	ENSMUST00000090473.7	ENSMUSG00000068696.7	ENSMUSP00000087959.6	True
Cdc14a	Cdc14a-202	ENSMUST00000106491.7	ENSMUSG00000033502.16	ENSMUSP00000102100.3	True
Cdc14a	Cdc14a-201	ENSMUST00000090464.7	ENSMUSG00000033502.16	ENSMUSP00000087950.5	True
Cdc14a	Cdc14a-208	ENSMUST00000239145.2	ENSMUSG00000033502.16	ENSMUSP00000159189.2	True
Rtca	Rtca-201	ENSMUST00000000348.15	ENSMUSG00000000339.15	ENSMUSP00000000348.9	True
Dbt	Dbt-201	ENSMUST00000000349.11	ENSMUSG00000000340.11	ENSMUSP00000000349.7	True
Lrrc39	Lrrc39-201	ENSMUST00000029573.8	ENSMUSG00000027961.8	ENSMUSP00000029573.6	True
Trmt13	Trmt13-201	ENSMUST00000041524.11	ENSMUSG00000033439.13	ENSMUSP00000047320.5	True
Trmt13	Trmt13-210	ENSMUST00000198454.2	ENSMUSG00000033439.13	ENSMUSP00000142410.2	True
Sass6	Sass6-206	ENSMUST00000198386.5	ENSMUSG00000027959.15	ENSMUSP00000143175.2	True
Sass6	Sass6-205	ENSMUST00000198311.5	ENSMUSG00000027959.15	ENSMUSP00000143233.2	True
Sass6	Sass6-204	ENSMUST00000197335.2	ENSMUSG00000027959.15	ENSMUSP00000143123.2	True
Mfsd14a	Mfsd14a-201	ENSMUST00000029570.9	ENSMUSG00000089911.5	ENSMUSP00000029570.6	True
Gm43191	Gm43191-201	ENSMUST00000140672.3	ENSMUSG00000105103.2	ENSMUSP00000114952.2	True
Slc35a3	Slc35a3-201	ENSMUST00000029569.9	ENSMUSG00000027957.14	ENSMUSP00000029569.3	True
Slc35a3	Slc35a3-202	ENSMUST00000120120.8	ENSMUSG00000027957.14	ENSMUSP00000112674.2	True
Agl	Agl-201	ENSMUST00000040603.14	ENSMUSG00000033400.15	ENSMUSP00000044012.8	True
Agl	Agl-208	ENSMUST00000162792.8	ENSMUSG00000033400.15	ENSMUSP00000124149.2	True
Agl	Agl-203	ENSMUST00000159742.8	ENSMUSG00000033400.15	ENSMUSP00000143582.2	True
Frrs1	Frrs1-201	ENSMUST00000040260.11	ENSMUSG00000033386.11	ENSMUSP00000039487.7	True
Frrs1	Frrs1-202	ENSMUST00000195905.5	ENSMUSG00000033386.11	ENSMUSP00000143255.2	True
Palmd	Palmd-201	ENSMUST00000040097.14	ENSMUSG00000033377.15	ENSMUSP00000044693.8	True
Palmd	Palmd-202	ENSMUST00000119557.8	ENSMUSG00000033377.15	ENSMUSP00000113107.2	True
4930455H04Rik	4930455H04Rik-201	ENSMUST00000117592.2	ENSMUSG00000080907.2	ENSMUSP00000113404.2	True
Plppr4	Plppr4-201	ENSMUST00000061071.13	ENSMUSG00000044667.13	ENSMUSP00000052306.9	True
Plppr5	Plppr5-204	ENSMUST00000239347.2	ENSMUSG00000033342.16	ENSMUSP00000159234.2	True
Plppr5	Plppr5-201	ENSMUST00000039564.11	ENSMUSG00000033342.16	ENSMUSP00000045121.7	True
Plppr5	Plppr5-203	ENSMUST00000238937.2	ENSMUSG00000033342.16	ENSMUSP00000159092.2	True
Plppr5	Plppr5-202	ENSMUST00000106473.5	ENSMUSG00000033342.16	ENSMUSP00000102081.3	True
Snx7	Snx7-201	ENSMUST00000029639.12	ENSMUSG00000028007.14	ENSMUSP00000029639.6	True
Snx7	Snx7-205	ENSMUST00000198499.5	ENSMUSG00000028007.14	ENSMUSP00000143230.2	True
Dpyd	Dpyd-201	ENSMUST00000039177.12	ENSMUSG00000033308.17	ENSMUSP00000039429.8	True
Dpyd	Dpyd-204	ENSMUST00000149101.3	ENSMUSG00000033308.17	ENSMUSP00000143022.2	True
Ptbp2	Ptbp2-201	ENSMUST00000029780.12	ENSMUSG00000028134.12	ENSMUSP00000029780.8	True
Ptbp2	Ptbp2-213	ENSMUST00000200097.5	ENSMUSG00000028134.12	ENSMUSP00000143510.2	True
Ptbp2	Ptbp2-207	ENSMUST00000197464.5	ENSMUSG00000028134.12	ENSMUSP00000143281.2	True
Ptbp2	Ptbp2-210	ENSMUST00000198403.2	ENSMUSG00000028134.12	ENSMUSP00000142664.2	True
Rwdd3	Rwdd3-204	ENSMUST00000106466.10	ENSMUSG00000028133.18	ENSMUSP00000102074.4	True
Rwdd3	Rwdd3-209	ENSMUST00000170781.2	ENSMUSG00000028133.18	ENSMUSP00000129262.2	True
Rwdd3	Rwdd3-201	ENSMUST00000039761.12	ENSMUSG00000028133.18	ENSMUSP00000040826.6	True
Rwdd3	Rwdd3-205	ENSMUST00000106467.8	ENSMUSG00000028133.18	ENSMUSP00000102075.2	True
Tlcd4	Tlcd4-204	ENSMUST00000135818.8	ENSMUSG00000028132.16	ENSMUSP00000114755.2	True
Tlcd4	Tlcd4-203	ENSMUST00000128909.8	ENSMUSG00000028132.16	ENSMUSP00000119468.2	True
Tlcd4	Tlcd4-201	ENSMUST00000029777.14	ENSMUSG00000028132.16	ENSMUSP00000029777.8	True
Tlcd4	Tlcd4-207	ENSMUST00000155309.8	ENSMUSG00000028132.16	ENSMUSP00000120821.2	True
Alg14	Alg14-201	ENSMUST00000039442.12	ENSMUSG00000039887.12	ENSMUSP00000038387.8	True
Alg14	Alg14-204	ENSMUST00000199554.2	ENSMUSG00000039887.12	ENSMUSP00000142857.2	True
Cnn3	Cnn3-201	ENSMUST00000029773.13	ENSMUSG00000053931.12	ENSMUSP00000029773.9	True
Cnn3	Cnn3-203	ENSMUST00000197135.5	ENSMUSG00000053931.12	ENSMUSP00000142526.2	True
Slc44a3	Slc44a3-201	ENSMUST00000039197.9	ENSMUSG00000039865.9	ENSMUSP00000040210.8	True
F3	F3-201	ENSMUST00000029771.13	ENSMUSG00000028128.14	ENSMUSP00000029771.9	True
Abcd3	Abcd3-204	ENSMUST00000197383.5	ENSMUSG00000028127.11	ENSMUSP00000142387.2	True
Abcd3	Abcd3-201	ENSMUST00000029770.8	ENSMUSG00000028127.11	ENSMUSP00000029770.6	True
Arhgap29	Arhgap29-201	ENSMUST00000037958.14	ENSMUSG00000039831.17	ENSMUSP00000044624.8	True
Abca4	Abca4-201	ENSMUST00000013995.13	ENSMUSG00000028125.15	ENSMUSP00000013995.9	True
Abca4	Abca4-207	ENSMUST00000141135.5	ENSMUSG00000028125.15	ENSMUSP00000143560.2	True
Gclm	Gclm-201	ENSMUST00000029769.14	ENSMUSG00000028124.17	ENSMUSP00000029769.8	True
Dnttip2	Dnttip2-201	ENSMUST00000035776.10	ENSMUSG00000039756.13	ENSMUSP00000045043.9	True
Bcar3	Bcar3-201	ENSMUST00000029766.9	ENSMUSG00000028121.9	ENSMUSP00000029766.5	True
Fnbp1l	Fnbp1l-206	ENSMUST00000239148.2	ENSMUSG00000039735.17	ENSMUSP00000158906.2	True
Fnbp1l	Fnbp1l-201	ENSMUST00000162409.8	ENSMUSG00000039735.17	ENSMUSP00000124439.2	True
Fnbp1l	Fnbp1l-203	ENSMUST00000162947.3	ENSMUSG00000039735.17	ENSMUSP00000124947.2	True
Pde5a	Pde5a-201	ENSMUST00000066728.10	ENSMUSG00000053965.11	ENSMUSP00000069011.6	True
Pde5a	Pde5a-204	ENSMUST00000200389.2	ENSMUSG00000053965.11	ENSMUSP00000143042.2	True
Fabp2	Fabp2-201	ENSMUST00000023820.6	ENSMUSG00000023057.6	ENSMUSP00000023820.6	True
1810037I17Rik	1810037I17Rik-201	ENSMUST00000106429.6	ENSMUSG00000054091.10	ENSMUSP00000102037.4	True
Usp53	Usp53-201	ENSMUST00000090379.7	ENSMUSG00000039701.12	ENSMUSP00000087857.3	True
Usp53	Usp53-202	ENSMUST00000197314.5	ENSMUSG00000039701.12	ENSMUSP00000142600.2	True
Myoz2	Myoz2-201	ENSMUST00000029761.14	ENSMUSG00000028116.14	ENSMUSP00000029761.8	True
Synpo2	Synpo2-202	ENSMUST00000106426.8	ENSMUSG00000050315.15	ENSMUSP00000102034.2	True
Synpo2	Synpo2-203	ENSMUST00000106427.8	ENSMUSG00000050315.15	ENSMUSP00000102035.2	True
Synpo2	Synpo2-201	ENSMUST00000051443.8	ENSMUSG00000050315.15	ENSMUSP00000051570.8	True
Synpo2	Synpo2-207	ENSMUST00000198584.2	ENSMUSG00000050315.15	ENSMUSP00000142508.2	True
Sec24d	Sec24d-201	ENSMUST00000047923.12	ENSMUSG00000039234.12	ENSMUSP00000035823.8	True
Sec24d	Sec24d-208	ENSMUST00000200333.2	ENSMUSG00000039234.12	ENSMUSP00000143588.2	True
Mettl14	Mettl14-202	ENSMUST00000090371.14	ENSMUSG00000028114.17	ENSMUSP00000087848.9	True
Mettl14	Mettl14-204	ENSMUST00000174323.6	ENSMUSG00000028114.17	ENSMUSP00000134198.2	True
Mettl14	Mettl14-201	ENSMUST00000029759.16	ENSMUSG00000028114.17	ENSMUSP00000029759.10	True
Prss12	Prss12-201	ENSMUST00000029603.10	ENSMUSG00000027978.10	ENSMUSP00000029603.9	True
Ndst3	Ndst3-203	ENSMUST00000132112.8	ENSMUSG00000027977.16	ENSMUSP00000120623.2	True
Ndst3	Ndst3-206	ENSMUST00000154668.8	ENSMUSG00000027977.16	ENSMUSP00000118207.2	True
Ndst3	Ndst3-201	ENSMUST00000029602.13	ENSMUSG00000027977.16	ENSMUSP00000029602.7	True
Ndst3	Ndst3-202	ENSMUST00000124803.8	ENSMUSG00000027977.16	ENSMUSP00000122617.2	True
Ndst3	Ndst3-207	ENSMUST00000172537.3	ENSMUSG00000027977.16	ENSMUSP00000133657.3	True
Tram1l1	Tram1l1-201	ENSMUST00000058994.6	ENSMUSG00000044528.6	ENSMUSP00000062635.5	True
1700006A11Rik	1700006A11Rik-201	ENSMUST00000029598.10	ENSMUSG00000027973.12	ENSMUSP00000029598.6	True
1700003H04Rik	1700003H04Rik-205	ENSMUST00000180162.8	ENSMUSG00000039174.16	ENSMUSP00000137342.3	True
1700003H04Rik	1700003H04Rik-202	ENSMUST00000178485.8	ENSMUSG00000039174.16	ENSMUSP00000136984.2	True
Ndst4	Ndst4-204	ENSMUST00000173932.8	ENSMUSG00000027971.17	ENSMUSP00000133341.3	True
Ndst4	Ndst4-205	ENSMUST00000174648.6	ENSMUSG00000027971.17	ENSMUSP00000133575.2	True
Ugt8a	Ugt8a-201	ENSMUST00000057944.12	ENSMUSG00000032854.13	ENSMUSP00000050852.8	True
Ugt8a	Ugt8a-203	ENSMUST00000198610.2	ENSMUSG00000032854.13	ENSMUSP00000143605.2	True
Arsj	Arsj-201	ENSMUST00000093976.4	ENSMUSG00000046561.10	ENSMUSP00000091511.3	True
Camk2d	Camk2d-206	ENSMUST00000106402.8	ENSMUSG00000053819.17	ENSMUSP00000102010.2	True
